@relation _home_wattams_temp_raib-scrape_data_txt_.

@attribute text string
@attribute filename string
@attribute @@class@@ {'Heavy rail','Heritage railways','Heavy rail and 1 others',Metros,'Heavy rail and 2 others','Light rail'}

@data
'\n  On 14 July 2013, a passenger train approaching Woodbridge station in Suffolk struck a car at Jetty Avenue user worked level crossing\n\nThe accident occurred in daylight and at low speed. The train was not derailed, but the car driver suffered minor injuries.\n\nThe car driver was using the level crossing to access a private boatyard situated between the railway and the River Deben. He was a volunteer, assisting in removing equipment following a local regatta which had been held partly on land owned by the boatyard earlier in the day. The car driver had used the level crossing on previous occasions, but had not been briefed on its use.\n\nThere were no telephones or warning lights at the crossing so safe use depended on vehicle drivers looking for approaching trains. The car driver, who was an occasional user of the level crosssing, normally relied on checking for trains by looking up and down the railway when swinging open the vehicular gates on foot. He did this because he was aware that his view of the railway would be obscured as he returned to the car and drove it towards the crossing. A curve in the railway meant that the train involved in the accident was not visible to the car driver when he was at the crossing, and could only be seen from this location after the driver had begun to return to his car. The driver did not become aware of the train until he had driven his car into its path.\n\nOur investigation has found that instructions given to car drivers using this, and similar, level crossings were inadequate. It also found that Network Rail’s method for ensuring that vehicle drivers have an adequate view of approaching trains was incompatible with the characteristics of both the car involved in the accident and many of the vehicles expected to use crossings of this type.\n\nRAIB has made five recommendations. Four recommendations are addressed to Network Rail and cover the management of level crossings where safe use of the crossing relies on road vehicle drivers seeing approaching trains. One recommendation is made to the Office of Rail Regulation and seeks clarification of its guidance on this issue.\n\nRAIB believes it is possible that the accident at Jetty Avenue user worked crossing could have been avoided by full implementation of two Recommendations in the RAIB report: ‘Investigation into safety at user worked crossings’ (Report 13/2009). These relate to guiding vehicle drivers to stop at an appropriate place before deciding whether it is safe to cross the railway.\n\nR282014_141215_Jetty_Avenue \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Jetty Avenue\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/collision_at_jetty_avenue_level_crossing.txt','Heavy rail'
'\n  On Sunday 27 August 2006 an unmanned locomotive became uncoupled from the rear of a freight train as it approached Heald Green station, between Manchester Piccadilly and Manchester Airport. The locomotive then ran back northwards in the direction the train had come from for around 3 miles, and through a worksite at East Didsbury station. The locomotive then paused momentarily at Burnage station, before returning back southwards because of the gradient and through the worksite again. The train was brought to a stop by a combination of the gradient and workers wedging a wooden post in front of one of the locomotive’s wheels.\n\nThe track workers at East Didsbury station were not positioned on the same line as the runaway locomotive and so there were no injuries. Minor damage was caused to trackside installations.\n\nThe immediate causes of the incident were that the rearmost wagon drawhook broke while the train was on a gradient, and that the trailing locomotive had no air supply available in its air reservoirs to apply the brakes. The report identified five causal factors, eight contributory factors and two underlying causes for the incident.\n\nRAIB has made eight recommendations aimed at:\n\n\n  the design of the type of locomotive involved, and how equipment therein is described and labelled\n  wagon maintenance procedures\n  driver training and assessment\n  reviewing how critical information is passed to drivers and their understanding of it is assessed\n  processes for identifying and mitigating hazards introduced by technical or operational change.\n\n\nR132007-070524-East-Didsbury.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for East Didsbury\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/locomotive_runaway_near_east_didsbury.txt','Heavy rail'
'\n  Road-rail vehicles are vehicles that can travel on the road and, by means of a rail guidance system, on railway track. They are used during the maintenance and renewal of the railway infrastructure. The most common example is the wheeled excavator, but there are many other types.\n\nRAIB was concerned about the number of runaways involving road-rail vehicles and trailers and decided to carry out a class investigation to determine whether there are sufficient controls in place that should prevent the occurrence of runaways and whether these are properly implemented.\n\nRAIB’s investigation identified that:\n\n\n  the biggest proportion of runaways has occurred during the process whereby a road-rail vehicle transfers from road to rail, or rail to road. If not carried out correctly, an unbraked situation can arise on some road-rail vehicles\n  other runaway incidents have occurred during braking where wet rails, possibly in combination with contamination of the rail head, have caused the wheels to slide and braking distances to be extended\n  since the fatal accident at Tebay, there have been no further incidents of trailer runaways, although there have since been runaway incidents where trailers have been coupled to road-rail vehicles.\n\n\nDuring the course of the RAIB’s investigation, Network Rail carried out its own investigation into the safety of road-rail vehicles and trailers. This did not specifically focus on runaways but has made recommendations on the design of new road-rail vehicles and the content of training courses that complement some of the recommendations made by RAIB in its report.\n\nAs a consequence of this accident, RAIB has made three recommendations aimed at Network Rail:\n\n\n  Network Rail should use a systems engineering process to manage the specification, design, operation and maintenance of road-rail vehicles\n  Network Rail should assess the safety of existing road-rail vehicles, using safety analysis methods, to determine whether the current technical and operational controls in place are sufficient to stop road-rail vehicles running away\n  Network Rail should improve the level of reporting of incidents involving road-rail vehicles.\n\n\nR272009-091029-RRV.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for RRV runaways\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/investigation_into_runaways_of_road-rail_vehicles_and_their_trailers.txt','Heavy rail'
'\n  At about 07:25 hrs on 4 February 2010, a quantity of stone ballast fell from the bottom doors of a wagon in a freight train, running from Acton, west London, to Ipswich, as it passed through Romford station in Essex at about 59 mph (95 km/h). Stones bounced onto the station platform, and struck three people, two of whom subsequently required treatment for minor injuries. \n\nThe immediate cause of the incident was that ballast fell through an open door on one of the wagons and ricocheted off the track onto the platform.\n\nThe causal factors were: the leading bottom discharge doors on wagon 14513 were open when the train left Acton and when it passed through Romford; the position of the lock handles on the PGA wagon can lead staff to believe that the doors are closed and locked when the doors are actually partially or fully open: the design of the mechanism permits this condition to exist.\n\nRAIB has made five recommendations to the company that operated the freight train, relating to modifications to the type of wagon involved in the incident, instructions and methods for checking that doors are properly closed, training and competence of staff, and the management of safety.\n\nR202010-101209-Romford.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Romford station \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/incident_at_romford_station.txt','Heavy rail'
'\n  \nRAIB bulletin published regarding a collision between a train and a trolley at Kentish Town 26-27 October 2009.\n\n100114-B022010-Kentish-Town.pdf (330.46 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/collision_between_train_and_trolley_at_kentish_town_26-27_october_2009.txt','Heavy rail'
'\n  \nRAIB bulletin published regarding a tamping machine that derailed at Wokingham, Berkshire on 7 September 2008.\n\n090102-B022009-Wokingham.pdf (299.85 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/tamping_machine_derailed_in_september_2008.txt','Heavy rail'
'\n  At about 19:55 hrs on 21 January 2013, a freight train consisting of 26 empty wagons, hauled by a diesel locomotive, derailed at Castle Donington, Leicestershire. The eighteenth wagon derailed first, followed by the nineteenth and twentieth wagons. Subsequently, the train divided between the nineteenth and twentieth wagons, causing the brake to apply. There was extensive track damage, but no-one was hurt.\n\nThe immediate cause was that cyclic top before the point of derailment excited the suspension of the eighteenth wagon causing the left-hand leading wheel to become unloaded and to derail to the left. There had been a recurrence of cyclic top faults in the vicinity of where the derailment occurred, and the routine inspection and maintenance had not kept the track in an acceptable condition. In particular, planned stoneblowing on 20 November 2012, which should have included the track through the point of derailment, stopped before reaching it due to shortage of time.\n\nAn underlying factor was that the ballast supporting the track was fouled, causing the track to be inadequately supported and leading to the recurrent cyclic top. The need to renew the ballast had been identified, but the work was not programmed to be carried out until 2016/17. This was in line with Network Rail’s policy for renewals on the route.\n\nThe RAIB has made two recommendations, one directed to Network Rail and one to RSSB. The recommendation to Network Rail covers reviewing, and if necessary, improving the planning of stoneblowing so that there is sufficient time to complete the work. The recommendation to RSSB (in conjunction with the rail industry) is to review the current Rule Book requirements relating to the action required following an abnormal brake application, and to make any changes found necessary to reduce the risk of trains colliding with a derailed rail vehicle.\n\nThe RAIB has also identified three learning points about:\n\n\n  checking track, following the passage of trains, after lifting and packing work\n  using appropriately qualified staff to raise speed restrictions following work to remedy poor track condition\n  staff communicating safety information so that it is clearly and accurately understood.\n\n\nR022014-140116-Castle-Donington.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Castle Donington\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/derailment_at_castle_donington.txt','Heavy rail'
'\n  At around 07:35 hrs on 25 June 2013 a passenger train was involved in a near-miss with a car on a level crossing near Butterswood in North Lincolnshire. The train passed over the level crossing with the barriers in the raised position and the road traffic signals extinguished. No injuries or damage were caused as a result of the incident.\n\nNormally, the approach of the train would have automatically initiated the closure of the crossing. However, the crossing was not working normally because the power supply to the crossing equipment had been interrupted. The crossing was of a type where train drivers are required to check that it is not obstructed as they approach and that it has operated correctly. A flashing light is provided for this purpose, just before the crossing, with a flashing white light displayed if the crossing has correctly closed against road users, and a flashing red light displayed at all other times (including those occasions when the crossing has failed to close on the approach of a train). The driver of the train involved in the near-miss did not notice until it was too late to stop that the flashing light was indicating that the crossing was not working normally, and was still open for road traffic.\n\nRAIB’s investigation found that the train driver had the expectation that the crossing would operate normally as the train approached and that he had not focused his attention on the flashing light at the point where he needed to confirm that the crossing had operated correctly for the passage of his train. Although the level crossing had probably failed around nine hours before the incident, the fact of its failure was not known to any railway staff.\n\nThe investigation also found that the crossing was not protected with automatic warning system equipment and that the maintenance arrangements at the crossing were not effective in ensuring reliable performance of the equipment. In addition, the train operator’s briefing material did not clearly explain to drivers their role in respect of failures at this type of level crossing.\n\nRAIB has identified four key learning points relating to non-provision of the automatic warning system at locations where it is mandated by standards, recording of the condition of assets during inspection, storage of batteries, and involving people with relevant technical expertise in industry investigations into incidents and accidents.\n\nRAIB has made four recommendations. Three recommendations have been made to Network Rail addressing the indications given to train drivers approaching crossings where they are required to monitor the crossing’s status, improvements to the reliability of power supplies to crossings such as Butterswood and considering remote monitoring of the power supply at similar crossings. One recommendation has been made to First TransPennine Express regarding the briefing that it gives its drivers on this type of level crossing.\n\nR122014-140616-Butterswood.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Butterswood\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/near-miss_at_butterswood_level_crossing.txt','Heavy rail'
'\n  \nRAIB bulletin published regarding a passenger train derailment Broad Green, Liverpool, 11 June 2009.\n\n090828-B092009-Broad-Green.pdf (313.63 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/passenger_train_derailed.txt','Heavy rail'
'\n  Early on the morning of 1 February 2008, at Barrow upon Soar, Leicestershire, the 06:13 hrs Nottingham to Norwich train collided with debris from a footbridge that had been knocked down by the raised body of a tipper lorry a short time earlier. The train derailed and continued on for 170 metres.\n\nThe cab of the train was severely damaged due to it colliding with the debris from the footbridge. The driver of the train, the guard and one of the passengers were taken to hospital. The guard and the passenger were released later that day and the driver early the next morning. The cab of the tipper lorry was also severely damaged; however, its driver escaped injury.\n\nThe immediate cause of the accident was that the train was unable to stop before it hit the debris from the footbridge. The footbridge was demolished because the raised body of the tipper lorry collided with it. The driver forgot to fully lower the body of the tipper because he was distracted from his normal routine by having to unlock the cab passenger door to allow access for a member of railway staff.\n\nAs a consequence of this accident, RAIB has made recommendations targeted at Network Rail that relate to:\n\n\n  the assessment of risks during transit operation of road vehicles on their land near to the running line\n  a review of arrangements to ensure that correct protection is used when undertaking work on or near the running line.\n\n\nRAIB has also recommended that the Rail Safety and Standards Board (RSSB) examines designing trains to mitigate the consequences of derailment.\n\nR182008-080925-BarrowUponSoar.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Barrow upon Soar \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/collision_at_barrow_upon_soar.txt','Heavy rail'
'\n  On 19 March 2006 a “one” London Liverpool Street to Ipswich service was travelling at 80mph under clear signals when it struck two wheelbarrows as it approached Manor Park station. The staff on the track with the wheelbarrows had been able to jump clear, but two workers were injured.\n\nThe immediate cause of the incident was the presence of a workgroup on the track outside the limits of a possession and without any means of protection. There were four causal factors and eight contributory factors to the incident. The underlying cause was the planning of complex work sites to encompass multiple jobs over many miles.\n\nRAIB has made three recommendations as a result of the report, aimed at:\n\n\n  minimising of work site lengths within possessions\n  improving planning procedures\n  storing archived data.\n\n\nR262007-070725-Manor-Park-v2.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Manor Park\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/possession_irregularity_near_manor_park.txt','Heavy rail'
'\n  \nAt the time of the collision the freight train had been stopped by the controlling \nsignaller in order to investigate a report of an open door on the train.\n\n080724-B022008.pdf (209.95 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/container_door_struck_by_a_passenger_train_in_january_2008.txt','Heavy rail'
'\n  At approximately 13:43 hrs on 16 July 2012, train 2H33, the 13:04 hrs service from Cambridge to London Liverpool Street was approaching a bridge just north of Roydon station, Essex, at a speed of 62 mph (100 km/h). As it did so, two track workers had to run from the bridge in order to avoid being struck by the train. The last of these track workers got clear of the railway line around two seconds before the train passed them.\n\nAt the time of the incident, these track workers were working on a line which was open to railway traffic. They were being protected by a system of work which relied on a lookout to provide warning of approaching trains. If established correctly, such a system should allow track workers to reach a position of safety at least 10 seconds before a train arrives.\n\nThis incident occurred because the group’s lookout was not able to give the track workers on the bridge sufficiently early warning of the approach of train 2H33. This was because the controller of site safety (COSS) responsible for protecting the group from train movements had implemented a system of work which was nappropriate, given the nature of the task and the location in which it was being undertaken.\n\nThe system of work implemented by the COSS had been issued by a planner, who had selected it as an appropriate system based on his knowledge of the location and his previous experience of working on the track. It is possible that this incident could have been avoided had the planner sought approval for the system from a more senior person before it was issued, as is required by Network Rail’s standards.\n\nThe inexperience of the COSS and the group in implementing this type of system of work was an underlying factor in the accident. The short time-frame in which the work was planned and the experience of the planner were also possible underlying factors.\n\nAs a result of the investigation, the RAIB has identified two key learning points. These concern the need to keep the late planning of work to a minimum and for persons undertaking the duties of a COSS to follow the requirements of Network Rail’s standards when issued with a system of work on the same shift that a task is to be undertaken.\n\nThe RAIB has made two recommendations, both addressed to Network Rail. These relate to improving the way in which available sighting distances are assessed by persons undertaking the duties of a COSS or a planner. The RAIB has also restated a previous recommendation addressed to Network Rail which relates to the manner in which training and assessment can deliver practical competences.\n\nR072013-130627-Roydon.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Roydon\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/dangerous_occurrence_near_roydon_station.txt','Heavy rail'
'\n  On 11 October 2009, at 14:35 hrs, train 1Z75, the 13:30 hrs charter service from London Waterloo, derailed at low speed as it arrived at Windsor and Eton Riverside station. The train was formed of a class 73 locomotive leading a five-car Class 201 Diesel Electric Multiple Unit (DEMU), with two further class 73 locomotives on the rear. \n\nThe immediate cause of the derailment was that the track was unable to maintain the correct gauge as train 1Z75 passed over. \n\nThe causal factors which led to the incident were: a discrepancy in recording the poor condition of the sleepers which led to the actual fault being subject to a lower level of surveillance by the Track Section Manager; the condition of the sleepers at Windsor and Eton Riverside station had not been reported on a weekly basis; that action was not taken by the Track Section Manager to replace the decaying sleepers; the Track Maintenance Engineer not following up his request for the work to be undertaken; non-identification of the widening gauge in platform 1 at Windsor and Eton Riverside; and the non-application of tie-bars as a temporary measure. \n\nRAIB has made three recommendations to Network Rail regarding revisions to its current competency training programme for all staff involved in track inspection; development of a proposal for the periodic measurement of dynamic gauge at potentially vulnerable locations not covered by a track recording vehicle; and ensuring that its procedures for planning audits are amended to a review of the findings from previous relevant audits and action taken.\n\nR112010-100805-Windsor.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Windsor and Eaton Riverside \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/derailment_at_windsor_and_eton_riverside_station.txt','Heavy rail'
'\n  At about 06:23 hrs on 21 March 2013, a car drove around the barriers of Athelney automatic half barrier crossing, near Taunton in Somerset. This took the car into the path of a train which was approaching the crossing at high speed. The driver of the car was killed in the resulting collision.\n\nThe motorist drove around the barriers without waiting for a train to pass and the barriers to re-open. The level crossing was closed to road traffic for longer than normal before the arrival of the train, because of earlier engineering work that had affected the automatic operation of the crossing. The motorist may have believed that the crossing had failed with the barriers in the closed position, or that the approaching train had been delayed. He did not contact the signaller by telephone before he drove around the barriers.\n\nThe RAIB has made two recommendations to Network Rail. These relate to reducing the risk resulting from extended operating times of automatic level crossings and to modifying the location of the pedestrian stop lines at Athelney level crossing. A further recommendation is addressed to Network Rail in conjunction with RSSB, to consider means of improving the presentation of telephones at automatic level crossings for non-emergency use. One recommendation is addressed to the Office of Rail Regulation, to incorporate any resulting improvements which are reasonably practicable into the guidance it publishes on level crossings.\n\nR042014-140224-Athelney.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Athelney level crossing\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/fatal_accident_at_athelney_level_crossing.txt','Heavy rail'
'\n  In the incident at Brentwood, at around 10:12 hrs on 4 November 2007 a machine operator and a machine controller (a person authorised to control and supervise an item of on-track plant on the railway) were putting a Basket 14 road-rail vehicle (RRV), a mobile elevating work platform (MEWP), on the track near Brentwood station when it ran away westward to Romford and London.\n\nThe operator and machine controller were unable to stop the RRV before it gathered speed. After travelling some four miles, the machine left the section of line that had been blocked to give protection from running trains and the operator, who was in the work basket, jumped clear. The machine ran for a further three miles before Network Rail staff were able to stop it west of Romford station. The operator was injured and required out-patient hospital treatment.\n\nIn the incident at Birmingham Snow Hill, at around 02:30 hrs on 31 October 2007, a TD-18 RRV (another type of MEWP) was being removed from the track near Birmingham Snow Hill station when it ran away. It collided with a Basket 14 RRV parked 10-15 metres away. There were two persons in the work basket of the Basket 14 RRV and another was in the driving cab of the TD-18 RRV. They all managed to move clear before the collision and no-one was injured.\n\nThe RAIB decided to conduct a joint investigation into these incidents as the similarities between the two – the vehicle types involved, the operations taking place and the parties involved – highlighted the likelihood of common safety learning.\n\nThe RAIB has identified two causal factors for the incident at Brentwood, and one for the incident at Birmingham. All three concern the site practices involved in placing the RRVs on and off the track.\n\nThe RAIB has also identified thre further contributory factors for each event.\n\nAs a consequence of these incidents, the RAIB has targeted six recommendations at Network Rail, the owner of the infrastructure on which the RRVs were being used, to address causal and contributory factors. They concern procedures and training for on/off-tracking RRVs, the training given on Network Rail’s competency scheme for machine controllers and a review of MEWPs to decide if modifications are required to prevent the possibility of an unbraked condition during on/off-tracking.\n\n \nR112009-090527-Brentwood.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Brentwood and Snow Hill\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/road-rail_vehicle_runaway_incidents_brentwood_and_snow_hill.txt','Heavy rail'
'\n  At around 05:20 hrs on Sunday 25 May 2014, the third vehicle of an empty five car class 360/2 passenger train manufactured by Siemens and operated by Heathrow Express derailed while it was running along platform 3 at London Paddington station. All four wheels on the leading bogie of the third vehicle became derailed on a track defect which, according to Network Rail’s standards, required a repair within 36 hours. No one was injured as a result of the derailment.\n\nThe derailment occurred because the bogies of the third vehicle were incorrectly set up, which resulted in the left-hand wheels of the leading bogie being partially unloaded even when stationary. The track defect along platform 3 exacerbated this unloading and contributed to the derailment.\n\nThe investigation has found that the incorrect setup was the result of the repeated implementation by Siemens technicians of a procedure aimed at setting the vehicle ride heights following tyre turning or bogie replacement. This procedure did not clearly instruct the technicians on how to adjust one of the bogie components (the anti-roll bar) which resulted in the technicians setting it in such a way as to create the wheel load imbalance. None of the checks in the procedure identified the incorrect setup because these checks were not monitoring parameters likely to provide a clear indication of a wheel load imbalance. An underlying factor was the lack of effective transfer of design information about the role and importance of the anti-roll bars between the vehicle designers (Siemens Germany) and the vehicle maintainers (Siemens UK).\n\nThe track defect had been repeatedly identified by Network Rail’s measurements of track geometry for at least three years. However the required processes to remedy the defect were not followed and this was not picked up by Network Rail’s assurance process.\n\nAs a result of this investigation, the RAIB has made four recommendations to Siemens and one to Network Rail. The recommendations to Siemens relate to the revision of the procedure used to set the vehicle ride heights, training materials and competence assessments to capture the function of anti-roll bars, their method of adjustment and the risks associated with incorrect setup. The recommendations also cover a review of other maintenance procedures and a review of the effectiveness of Siemens’ recently developed processes for transfer of design information into maintenance procedures.\n\nThe recommendation on Network Rail is to review its supervision and self-assurance arrangements to identify shortcomings which led to the non-compliances with a mandated standard going unnoticed.\n\nR032015_150430_Paddington \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Paddington station \n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/derailment_at_paddington_station.txt','Heavy rail'
'\n  At around 10.50hrs on Wednesday 29 August 2007, a train was driven through an emergency speed restriction of 20 mph between Newtown and Caersws on the Shrewsbury to Machynlleth line, close to Ty Mawr farm crossing at a speed of 75mph, reducing to 58 mph. There were no casualties, and no damage, as a result.\n\nThe RAIB’s investigation identified that the immediate cause of the incident was that the driver forgot the advice he had been given of the emergency speed restriction. Causal factors were the lack of a means both within the driving cab and at the side of the track to remind the driver of the speed restriction ahead.\n\nAs a consequence of this accident RAIB has made seven recommendations, five targeted at Network Rail, one at the Rail Safety and Standards Board and one at the Association of Train Operating Companies.\n\nThe recommendations cover procedures for informing emergency speed restrictions to drivers, and reminding them of their existence, when they are imposed at a significant distance from their location.\n\nR222008-081030-Ty-Mawr.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Ty Mawr\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/overspeeding_incident_at_ty_mawr_farm_crossing.txt','Heavy rail'
'\n  \nRAIB bulletin published regarding a passenger train collision at Darlington on 3 October 2009.\n\n100108-B012010-Darlington.pdf (776.04 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/passenger_train_collision_at_darlington_on_3_october_2009.txt','Heavy rail'
'\n  At 10:01 hrs on 26 October 2013, an unattended commercial vehicle on the B5299 Brayton Road, Aspatria, ran away down the road.\n\nThe vehicle crossed the main A596 Lawson Street, broke through a wooden fence and rolled down the side of a cutting onto the railway. Although a passenger train from Carlisle to Lancaster was approaching Aspatria at the same time, prompt action by those concerned resulted in this train being stopped about 2.4 km (1.5 miles) from the incident site. There was therefore no collision with the commercial vehicle on the track, and none of the passengers or crew on the train were actually put at risk.\n\nThe management of road vehicle incursions onto the railway is described in guidance published by the Department for Transport (DfT). RAIB’s investigation found that the guidance does not explain how to assess the risk of a vehicle that has lost control on a side road (eg a runaway on a side road with a downhill gradient towards the railway). Also, the guidance does not describe how this risk should be combined with the risk of road vehicle incursion from the corresponding main road to give an overall risk ranking score.\n\nRAIB has made two recommendations; the first to the DfT to review and amend the guidance on road vehicle incursions; and the second to railway infrastructure managers, with highway authorities, to provide additional mitigation against vehicle incursions at sites where there is a significant risk of road vehicles from side roads, including of vehicles running downhill onto the railway.\n\nR142014-140626-Aspatria.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Aspatria \n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/road_vehicle_incursion_onto_the_railway_at_aspatria.txt','Heavy rail'
'\n  The derailment was caused by the fracturing, through to the axle, of the right-hand leading wheel of the trailing bogie. This resulted in the loss of the interference fit between the wheel and the axle and permitted the wheel to move inwards on the axle.\n\nRAIB has identified a learning point for freight companies and staff who undertake the examination of freight trains, highlighting the need to check for signs of overheated wheels.\n\n150428_B022015_Ashburys\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/derailment_at_ashburys_manchester.txt','Heavy rail'
'\n  At about 10:48 hrs on 25 January 2008, the tenth wagon of freight train 6M49 - the 09:02 hrs service from Immingham Docks to Rugeley Power Station - derailed on a plain line at Santon, between Wrawby Junction and Foreign Ore Branch Junction, Scunthorpe. The front four wheels of the wagon, which was loaded with coal, left the rails, and the train continued for just over a mile before stopping. No one was injured in this derailment, but there was considerable damage to the railway infrastructure and the line was subsequently closed for over a week while repairs were carried out.\n\nRAIB’s investigation identified that the immediate cause of the accident was that the front right-hand wheel of the wagon rode over the rail as the train traversed a left hand curve at Santon. This was because the load on this wheel was significantly reduced by the combined effect of a number of track geometry faults close to each other. The local Network Rail inspection and maintenance regime had not detected that these faults, which had been addressed by maintenance action three months prior to the derailment, had re-occurred.\n\nThe track geometry was deteriorating rapidly because of considerable amounts of water running in the formation beneath it. No-one reported or responded to the signs of water and poor drainage around the point of derailment. The load on the first wheel to derail was also reduced by coal being unevenly loaded in the wagon.\n\nAs a consequence of this accident, RAIB has made eight recommendations targeted at the infrastructure owner Network Rail relating to track inspection and maintenance standards, track drainage at Santon, the identification of the exact location of rapid track deterioration, the monitoring of track repair quality and guidance about action to take if water affects the track.\n\nOne further recommendation to address the uneven loading of the wagon is targeted at Freightliner Group Limited.\n\n \nR102009-090430-ForeignOre.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Foreign Ore Branch \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/derailment_at_santon.txt','Heavy rail'
